id,class,kind,in_set,four_way,a_in_degree,b_wdegree,c_in_wdeg,c_out_wdeg,place_in,community,label
O0075,O,book,False,IV_book_external,1,1,1,0,0,1,בכור שור (פירוש התורה)
O0076,O,person,False,II_person_external,1,9,3,3,0,3,בן גוריון
O0077,O,person,False,II_person_external,1,1,1,1,0,9,בן דוד
O0078,O,person,False,II_person_external,1,5,1,1,0,8,בן הרב
O0081,O,person,False,II_person_external,1,2,0,1,0,24,"בן מהר""ר נהוראי ג' ארמון"
O0082,O,person,False,II_person_external,1,39,1,0,0,9,בן נפתלי
O0083,O,person,False,II_person_external,1,13,1,0,0,5,בן רבי ישראל בעל ילקוט חדש
O0085,O,person,False,II_person_external,1,25,1,0,0,19,בנות צלפחד
O0086,O,person,False,II_person_external,1,38,0,1,0,3,בני יעיש
O0087,O,person,False,II_person_external,1,3,2,0,0,5,"בני מהרח""א (בני רבי חיים אבולעפיא)"
O0089,O,person,False,II_person_external,1,10,0,1,0,7,בעל אסיפת הכללים
O0090,O,person,False,II_person_external,1,3,1,2,0,3,בעל באר יצחק
O0091,O,person,False,II_person_external,1,74,0,1,0,10,בעל בתי כהונה
O0094,O,person,False,II_person_external,1,9,0,2,0,8,בעל חדות יעקב / עדות ביעקב
O0095,O,person,False,II_person_external,1,3,0,1,0,13,בעל חק לישראל
O0096,O,person,False,II_person_external,1,109,0,2,0,1,בעל כהונת עולם
O0097,O,person,False,II_person_external,1,7,0,0,0,3,בעל מורה צדק
O0098,O,person,False,II_person_external,1,1,0,1,0,1,בעל מנחת יהודה
O0099,O,person,False,II_person_external,1,25,0,2,0,8,בעל מענה לשון
O0100,O,person,False,II_person_external,1,33,0,1,0,0,בעל מרגניתא טבא
O0101,O,person,False,II_person_external,1,5,2,0,0,0,בעל מתיבות
O0102,O,person,False,II_person_external,1,28,2,2,0,2,בעל ספר בני משה
O0103,O,person,False,II_person_external,1,33,0,1,0,0,בעל ספר החינוך
O0105,O,person,False,II_person_external,1,9,0,2,0,7,בעל עטרת פז
O0106,O,person,False,II_person_external,1,10,0,0,0,3,בעל קול יעקב
O0107,O,person,False,II_person_external,1,33,0,1,0,0,בעל קנאת סופרים
O0108,O,person,False,II_person_external,1,92,0,2,0,1,"בעל שו""ת מוצל מאש"
O0109,O,person,False,II_person_external,1,12,0,1,0,3,בעל שונה הלכות
O0112,O,person,False,II_person_external,1,14,2,1,0,13,"בר""ח"
O0114,O,person,False,II_person_external,1,25,5,2,0,0,ברוריא
O0115,O,book,False,IV_book_external,1,24,2,0,0,0,ברייתא של ציצית
O0116,O,book,False,IV_book_external,1,5,1,2,0,5,ברית אברהם (פירוש על ילקוט שמעוני)
O0117,O,book,False,IV_book_external,1,2,1,1,0,9,ברכות שמים
O0119,O,person,False,II_person_external,1,23,1,2,0,8,גאון אחד (בלתי מזוהה)
O0120,O,person,False,II_person_external,1,1,2,0,0,1,גביר ופרנס העיר (פטרון אנונימי של ספר הפרנס)
O0121,O,book,False,IV_book_external,1,1,0,0,0,0,גדולי הדורות
O0122,O,book,False,IV_book_external,1,0,0,0,0,29,גדולי המחברים
O0123,O,book,False,IV_book_external,1,0,0,0,0,1,גדולי לותיר
O0124,O,book,False,IV_book_external,1,94,2,0,0,1,גליון התוספות
O0125,O,book,False,IV_book_external,1,78,1,2,0,0,גליון תוספות
O0126,O,book,False,IV_book_external,1,0,0,0,0,10,גמ' דה
O0127,O,book,False,IV_book_external,1,1,1,0,0,6,גמרא (תלמוד)
O0129,O,book,False,IV_book_external,1,28,2,0,0,5,גמרא פרק שני דייני גזרות (מסכת כתובות)
O0130,O,person,False,II_person_external,1,3,0,0,0,1,"גרמ""א"
O0131,O,book,False,IV_book_external,1,2,1,0,0,5,דבי אליהו
O0132,O,book,False,IV_book_external,1,39,1,0,0,9,דבק טוב
O0133,O,book,False,IV_book_external,1,42,1,0,0,11,דברי הימים ב
O0134,O,book,False,IV_book_external,1,13,0,0,0,2,דברים אחדים
O0135,O,book,False,IV_book_external,1,9,0,1,0,4,דבש לפי
O0136,O,person,False,II_person_external,1,39,2,0,0,1,דוד בן זכאי
O0138,O,person,False,II_person_external,1,40,2,1,0,1,"דוד המלך (משיח בן דוד, ""בן ישי"")"
O0139,O,person,False,II_person_external,1,13,1,0,0,6,דון יוסף נשיא
O0140,O,book,False,IV_book_external,1,68,1,0,0,0,דינא דגרמי
O0142,O,person,False,II_person_external,1,19,1,0,0,12,דניאל בומברג
O0143,O,book,False,IV_book_external,1,8,1,0,0,2,"דרושי טנת""א (טעמים נקודות תגין אותיות) לאר""י"
O0146,O,book,False,IV_book_external,1,5,1,1,0,2,דרושים על התורה
O0147,O,book,False,IV_book_external,1,8,1,1,0,2,דרך האמת
O0149,O,book,False,IV_book_external,1,68,1,1,0,0,דרכי התלמוד
O0150,O,book,False,IV_book_external,1,7,0,0,0,2,"דרשות מהר""ר שבתי נאוואווי"
O0153,O,book,False,IV_book_external,1,6,2,1,0,6,"דרשות ר""י אבן שועיב"
O0155,O,book,False,IV_book_external,1,20,1,0,0,5,האמונה הרמה (אל עקידה אל רפיעה)
O0158,O,book,False,IV_book_external,1,3,1,0,0,4,הגדה של פסח
O0159,O,book,False,IV_book_external,1,10,0,1,0,1,הגהות אשירי
O0160,O,book,False,IV_book_external,1,2,2,0,0,8,הגהות הירושלמי
O0161,O,book,False,IV_book_external,1,11,1,0,0,7,"הגהות הרמ""א (מפה על שולחן ערוך)"
O0162,O,book,False,IV_book_external,1,6,0,1,0,3,"הגהות הרמב""ם"
O0163,O,book,False,IV_book_external,1,2,1,0,0,2,"הגהות מהר""א אזולאי"
O0164,O,book,False,IV_book_external,1,0,0,0,0,4,"הגהות סביב שו""ב"
O0165,O,book,False,IV_book_external,1,6,0,3,0,3,הגהות פירושי התורה (בכנסת הגדולה)
O0166,O,book,False,IV_book_external,1,6,1,0,0,9,"הגהות/הגדות של מהר""ר צבי אשכנזי"
O0167,O,person,False,II_person_external,1,16,0,1,0,1,הדוכוס (דוכס טוסקנה / פירנצה)
O0168,O,person,False,II_person_external,1,27,0,0,0,0,הדוכוס הגדול של טוסקנה (פירנצה)
O0169,O,book,False,IV_book_external,1,6,0,1,0,2,הדרת מלך
O0170,O,book,False,IV_book_external,1,7,0,0,0,2,הוד מלך
O0171,O,book,False,IV_book_external,1,6,1,0,0,10,הון עשיר
O0172,O,book,False,IV_book_external,1,2,1,0,0,15,הכלים
O0173,O,book,False,IV_book_external,1,3,0,1,0,4,הלכה ברורה
O0174,O,book,False,IV_book_external,1,66,1,0,0,0,"הלכות ברכות להריטב""א"
O0175,O,book,False,IV_book_external,1,67,1,0,0,2,"הלכות דעות (משנה תורה לרמב""ם)"
O0178,O,book,False,IV_book_external,1,72,2,0,0,10,הלכות ירושלמי
O0179,O,book,False,IV_book_external,1,2,1,1,0,10,"הלכות כלאים (משנה תורה להרמב""ם)"
O0180,O,book,False,IV_book_external,1,27,2,0,0,0,"הלכות מלוה ולוה (משנה תורה להרמב""ם)"
O0181,O,book,False,IV_book_external,1,7,1,0,0,0,"הלכות נדה להרמב""ן"
O0182,O,book,False,IV_book_external,1,68,1,0,0,0,"הלכות נדה לרמב""ן"
O0183,O,book,False,IV_book_external,1,2,1,1,0,4,הלכות ספר תורה
O0186,O,book,False,IV_book_external,1,2,0,1,0,0,הלכות רב פלטוי גאון
O0188,O,book,False,IV_book_external,1,5,0,1,0,1,הלכות שכנים
O0189,O,book,False,IV_book_external,1,5,2,0,0,10,"הלכות שלוחין ושותפין (משנה תורה להרמב""ם)"
O0190,O,book,False,IV_book_external,1,7,1,0,0,16,"הלכות תפילין (משנה תורה להרמב""ם)"
O0191,O,book,False,IV_book_external,1,24,2,0,0,1,"הלכות תשובה (משנה תורה להרמב""ם)"
O0193,O,person,False,II_person_external,1,26,2,2,0,4,המגיד (מגיד מישרים) של מרן רבי יוסף קארו
O0195,O,book,False,IV_book_external,1,7,0,0,0,7,המגינים
O0196,O,person,False,II_person_external,1,16,0,1,0,4,המדפיס
O0197,O,person,False,II_person_external,1,6,0,1,0,2,המסדר (עורך הדפוס)
O0198,O,person,False,II_person_external,1,35,0,2,0,0,המפרש (פירוש על מסכת נדרים)
O0199,O,book,False,IV_book_external,1,16,1,3,0,4,"הספר הארוך על טור ובית יוסף יורה דעה (להש""ך)"
O0200,O,person,False,II_person_external,1,9,0,1,0,1,הפוסקים
O0201,O,book,False,IV_book_external,1,5,1,0,0,4,הפלא
O0202,O,person,False,II_person_external,1,78,0,0,0,0,הקדוש ברוך הוא
O0203,O,book,False,IV_book_external,1,8,1,3,0,5,הקדמה גדולה (לספר ברכת ה')
O0204,O,book,False,IV_book_external,1,35,1,1,0,10,"הקדמת סדר נשים לפירוש המשניות להרמב""ם"
O0205,O,person,False,II_person_external,1,45,1,1,0,0,"הר""ר ישמעאל"
O0207,O,person,False,II_person_external,1,2,0,0,0,0,הראשונים
O0208,O,person,False,II_person_external,1,26,3,0,0,4,הרב אליהו מרוודין
O0209,O,person,False,II_person_external,1,7,0,1,0,13,"הרב בעל הז"" (הרב בה""ז)"
O0210,O,person,False,II_person_external,1,11,1,1,0,3,הרב בעל שמות גיטין
O0211,O,person,False,II_person_external,1,18,0,0,0,3,הרב דן ידין
O0212,O,person,False,II_person_external,1,0,0,0,0,62,הרב הגאון (נותן ההסכמה לקרן אור פני משה)
O0213,O,person,False,II_person_external,1,16,0,1,0,2,"הרב המג""ן"
O0215,O,person,False,II_person_external,1,31,1,1,0,1,הרב המכתב
O0216,O,person,False,II_person_external,1,13,0,0,0,1,"הרב המני""ח (נכדו)"
O0217,O,person,False,II_person_external,1,74,0,0,0,0,הרב המקנא
O0218,O,person,False,II_person_external,1,1,0,1,0,3,הרב הנזכר לעיל
O0219,O,person,False,II_person_external,1,28,1,1,0,5,הרב הפוסק
O0220,O,person,False,II_person_external,1,0,0,0,0,40,הרב יחיאל מיכל
O0222,O,person,False,II_person_external,1,18,0,2,0,8,הרב מפיורדא
O0223,O,person,False,II_person_external,1,7,0,0,0,0,הרב נאמן שמואל
O0224,O,person,False,II_person_external,1,14,1,1,0,16,"הרב צ""צ"
O0226,O,person,False,II_person_external,1,2,1,2,0,1,"הרז""ה (זקנו של מקצר שבלי הלקט)"
O0227,O,book,False,IV_book_external,1,3,1,0,0,3,"הש""ס"
O0229,O,book,False,IV_book_external,1,7,1,1,0,0,"השגות הרז""ה על בעלי הנפש"
O0230,O,book,False,IV_book_external,1,10,1,2,0,13,"השגות הרמב""ן"
O0233,O,book,False,IV_book_external,1,9,0,0,0,9,זאת ליהודה
O0234,O,book,False,IV_book_external,1,29,1,0,0,2,זהר שיר השירים
O0239,O,person,False,II_person_external,1,23,1,1,0,1,זרובבל בן שאלתיאל
O0240,O,book,False,IV_book_external,1,6,0,0,0,7,זרע אברהם
O0241,O,person,False,II_person_external,1,0,0,0,0,5,חבר הקיני
O0242,O,person,False,II_person_external,1,35,1,0,0,0,חגי (מסכת חגיגה)
O0243,O,book,False,IV_book_external,1,4,1,1,0,16,חדרי התלמוד
O0244,O,book,False,IV_book_external,1,4,1,1,0,16,חדרי תורה
O0245,O,book,False,IV_book_external,1,7,0,2,0,14,חוט המשולש
O0246,O,book,False,IV_book_external,1,39,0,2,0,9,חומש הנדפס עם ספר החינוך
O0247,O,person,False,II_person_external,1,28,1,0,0,5,חוני המעגל
O0248,O,book,False,IV_book_external,1,6,1,1,0,10,חושב מחשבות
O0251,O,person,False,II_person_external,1,10,1,1,0,0,חזקיהו המלך
O0252,O,book,False,IV_book_external,1,67,1,1,0,9,חיבור התשובה
O0254,O,book,False,IV_book_external,1,74,4,0,0,0,חידושי בבא בתרא
O0255,O,book,False,IV_book_external,1,6,0,1,0,4,"חידושי גפ""ת (גמרא פירוש רש""י תוספות)"
O0257,O,book,False,IV_book_external,1,35,0,1,0,6,"חידושי הר""ן על בבא בתרא"
O0258,O,book,False,IV_book_external,1,42,1,3,0,0,"חידושי הר""ן על ביצה מגילה ותענית"
O0259,O,book,False,IV_book_external,1,42,2,0,0,0,"חידושי הר""ן על חולין"
O0260,O,book,False,IV_book_external,1,7,1,0,0,0,"חידושי הר""ן על מסכת נדה"
O0262,O,book,False,IV_book_external,1,42,1,1,0,0,"חידושי הר""ן על מסכת פסחים"
O0263,O,book,False,IV_book_external,1,2,0,1,0,3,חידושי הראשונים
O0264,O,book,False,IV_book_external,1,4,2,0,0,0,"חידושי הריטב""א"
O0265,O,book,False,IV_book_external,1,4,1,3,0,0,"חידושי הריטב""א על מסכת בבא מציעא"
O0266,O,book,False,IV_book_external,1,2,1,0,0,0,"חידושי הריטב""א על מסכת גיטין"
O0267,O,book,False,IV_book_external,1,74,2,0,0,0,"חידושי הריטב""א על מסכת סוכה"
O0268,O,book,False,IV_book_external,1,7,1,0,0,0,"חידושי הריטב""א על מסכת עבודה זרה"
O0269,O,book,False,IV_book_external,1,66,1,1,0,1,"חידושי הריטב""א על מסכת קידושין"
O0270,O,book,False,IV_book_external,1,21,1,2,0,0,"חידושי הרמב""ן"
O0271,O,book,False,IV_book_external,1,5,1,1,0,1,"חידושי הרמב""ן על מסכת גיטין"
O0272,O,book,False,IV_book_external,1,2,2,0,0,0,"חידושי הרמב""ן על מסכת יבמות"
O0273,O,book,False,IV_book_external,1,72,1,0,0,10,"חידושי הרמב""ן על מסכת שבועות"
O0275,O,book,False,IV_book_external,1,74,1,0,0,0,"חידושי הרשב""א לכתובות"
O0277,O,book,False,IV_book_external,1,74,2,0,0,0,"חידושי הרשב""א על הש""ס"
O0278,O,book,False,IV_book_external,1,74,1,0,0,0,"חידושי הרשב""א על מסכת בבא בתרא"
O0280,O,book,False,IV_book_external,1,15,2,0,0,6,"חידושי הרשב""א על מסכת שבת"
O0281,O,book,False,IV_book_external,1,74,1,1,0,0,"חידושי הרשב""א על ראש השנה"
O0283,O,book,False,IV_book_external,1,2,0,2,0,2,"חידושי מהרח""ו (כתב יד)"
O0284,O,book,False,IV_book_external,1,42,1,0,0,0,חידושי מועד קטן
O0285,O,book,False,IV_book_external,1,3,1,2,0,4,חידושי נדה
O0286,O,book,False,IV_book_external,1,72,4,0,0,0,"חידושי סנהדרין להרמב""ם"
O0287,O,book,False,IV_book_external,1,42,0,0,0,0,חידושי קידושין (דפוס קונשטנטינא)
O0288,O,book,False,IV_book_external,1,12,1,0,0,0,חידושי רבינו דוד בונפיד על התלמוד
O0289,O,book,False,IV_book_external,1,7,1,0,0,0,"חידושי שבועות למהר""י אבן מיגאש"
O0290,O,book,False,IV_book_external,1,27,1,0,0,1,"חידושי תענית (תוספות רי""ד)"
O0291,O,book,False,IV_book_external,1,2,1,0,0,0,"חידושים (להראב""ד)"
O0292,O,book,False,IV_book_external,1,7,1,0,0,2,חידושים למסכת יומא (לר' אברהם ן' מוסה)
O0296,O,book,False,IV_book_external,1,2,1,1,0,5,"חידושים על מסכת ברכות למהר""ר נפתלי כ""ץ"
O0297,O,person,False,II_person_external,1,8,1,1,0,4,חיה אם רבי יחזקאל לנדא
O0299,O,person,False,II_person_external,1,2,1,2,0,16,חכם אחד מחכמי המערב
O0305,O,book,False,IV_book_external,1,21,1,0,0,0,חמש שיטות
O0306,O,book,False,IV_book_external,1,39,1,0,0,1,חמשה חומשי תורה
O0307,O,book,False,IV_book_external,1,42,1,0,0,2,חמשה קובצי דרשות (לר' שמואל ויטאל)
O0308,O,person,False,II_person_external,1,8,0,1,0,2,חנוך
O0309,O,book,False,IV_book_external,1,78,0,1,0,9,חסדי אבות
O0310,O,person,False,II_person_external,1,41,2,2,0,7,חסיד אחד (אנונימי)
O0311,O,book,False,IV_book_external,1,6,1,0,0,5,חקי דעת
O0312,O,book,False,IV_book_external,1,6,2,1,0,5,חקי דרך
O0313,O,book,False,IV_book_external,1,6,1,0,0,5,חקי חיים
O0314,O,book,False,IV_book_external,1,6,1,0,0,5,חקי משפט
O0316,O,person,False,II_person_external,1,2,0,1,0,3,"חתנו של מהר""ר שמואל פרימו (מחבר ספר כהונת עולם)"
O0317,O,book,False,IV_book_external,1,8,1,0,0,6,"טא""ה"
O0318,O,book,False,IV_book_external,1,25,0,1,0,0,טוב עין
O0322,O,book,False,IV_book_external,1,15,0,0,0,2,טל אורות
O0323,O,book,False,IV_book_external,1,3,1,0,0,22,טעם העבודה
O0325,O,book,False,IV_book_external,1,72,0,0,0,10,יד החזקה (משנה תורה)
O0326,O,book,False,IV_book_external,1,4,1,1,0,4,יד הקדש
O0328,O,book,False,IV_book_external,1,25,1,1,0,0,יד רמה על בבא בתרא
O0329,O,book,False,IV_book_external,1,25,1,0,0,0,יד רמה על מסכת סנהדרין
O0330,O,person,False,II_person_external,1,3,0,1,0,2,ידעיה הפניני הבדרשי
O0331,O,person,False,II_person_external,1,52,2,0,0,9,יהודה ברבי יהודה
O0332,O,person,False,II_person_external,1,7,0,1,0,10,יהודה הכהן אשכנזי
O0336,O,person,False,II_person_external,1,10,0,1,0,8,יוסף דידיע סכנדרי
O0338,O,book,False,IV_book_external,1,6,1,1,0,10,יושר לבב
O0340,O,book,False,IV_book_external,1,2,1,0,0,2,יין המשומר
O0341,O,book,False,IV_book_external,1,9,1,0,0,6,ימין משה
O0345,O,person,False,II_person_external,1,2,1,0,0,17,יצחק בן אברהם (יצחק אבינו)
O0346,O,person,False,II_person_external,1,24,0,1,0,5,יקים איש צרורות
O0347,O,person,False,II_person_external,1,2,1,0,0,5,ירמיהו הנביא
O0349,O,person,False,II_person_external,1,31,0,2,0,1,"ישי""ג"
O0350,O,person,False,II_person_external,1,55,2,0,0,8,ישמעאל בן אברהם
O0351,O,person,False,II_person_external,1,9,1,1,0,3,כהן חימצי
O0352,O,person,False,II_person_external,1,9,1,1,0,3,כהן נהר
O0353,O,person,False,II_person_external,1,9,1,1,0,3,כהן סהל
O0354,O,person,False,II_person_external,1,41,2,1,0,7,כומר (לא מזוהה)
O0355,O,book,False,IV_book_external,1,12,1,0,0,4,כללי הגמרא
O0356,O,book,False,IV_book_external,1,30,1,0,0,0,כללי הגמרא לרבי בצלאל אשכנזי
O0357,O,book,False,IV_book_external,1,7,1,0,0,6,כללי הגמרא לרבינו בצלאל אשכנזי
O0358,O,book,False,IV_book_external,1,2,1,0,0,7,כללי הוראות
O0359,O,book,False,IV_book_external,1,11,1,0,0,3,כללי הפוסקים
O0362,O,book,False,IV_book_external,1,2,1,0,0,2,כסא מלך
O0363,O,book,False,IV_book_external,1,9,1,0,0,9,כסף נבחר
O0364,O,book,False,IV_book_external,1,1,1,0,0,11,כסף תועפות
O0365,O,book,False,IV_book_external,1,6,2,0,0,10,כפאיה אלעאבדין (המספיק לעובדי השם)
O0366,O,book,False,IV_book_external,1,7,1,1,0,6,כתבי ארם צובה
O0367,O,book,False,IV_book_external,1,2,3,0,0,2,"כתבי האר""י"
O0368,O,book,False,IV_book_external,1,4,1,0,0,12,כתובים
O0369,O,book,False,IV_book_external,1,0,0,0,0,60,כתונת פסים
O0372,O,person,False,II_person_external,1,5,1,0,0,6,"לא""ה"
O0374,O,book,False,IV_book_external,1,41,1,0,0,7,לבוש אדר היקר
O0375,O,book,False,IV_book_external,1,41,1,1,0,7,לבוש אור יקרות
O0376,O,book,False,IV_book_external,1,41,1,1,0,7,לבוש האורה
O0377,O,book,False,IV_book_external,1,41,0,0,0,7,לבוש הבוץ והארגמן
O0378,O,book,False,IV_book_external,1,41,1,0,0,7,לבוש שמחה וששון
O0379,O,book,False,IV_book_external,1,8,0,0,0,11,לדוד אמת
O0380,O,person,False,II_person_external,1,13,2,1,0,2,לוטן בן שעיר
O0381,O,book,False,IV_book_external,1,1,0,0,0,3,לחם סתרים
O0382,O,book,False,IV_book_external,1,45,1,0,0,2,ליקוטים
O0383,O,book,False,IV_book_external,1,1,1,0,0,6,לקוטי מגדים
O0384,O,book,False,IV_book_external,1,23,1,1,0,8,"לקוטי מהרי""ל"
O0385,O,book,False,IV_book_external,1,38,1,1,0,0,לקוטי רבינו בצלאל
O0386,O,book,False,IV_book_external,1,9,1,1,0,11,לקוטי שושנים
O0387,O,book,False,IV_book_external,1,7,0,3,0,2,"לקוטי תנ""ך"
O0388,O,person,False,II_person_external,1,78,0,0,0,0,לשון הגרי (ערבית)
O0391,O,book,False,IV_book_external,1,6,1,0,0,3,מאור הגולה
O0392,O,person,False,II_person_external,1,8,1,0,0,4,מאיר (אבי הילד בסיפור שניאור)
O0393,O,person,False,II_person_external,1,2,0,2,0,3,מאיר יצחקי
O0394,O,book,False,IV_book_external,1,45,1,0,0,2,מאמר הרקיעים
O0401,O,book,False,IV_book_external,1,35,1,1,0,1,מגילת יוחסין
O0402,O,book,False,IV_book_external,1,19,1,3,0,5,מגילת מצורע (חלק ספרא/תורת כהנים על פרשת מצורע)
O0408,O,book,False,IV_book_external,1,18,1,0,0,5,מגלת יוחסין
O0409,O,book,False,IV_book_external,1,109,1,2,0,1,מגלת סתרים
O0410,O,book,False,IV_book_external,1,14,1,0,0,4,מגן דוד
O0412,O,book,False,IV_book_external,1,39,1,1,0,5,מדרש אבא גוריון
O0415,O,book,False,IV_book_external,1,3,0,1,0,5,מדרש בראשית רבה
O0416,O,book,False,IV_book_external,1,71,0,2,0,0,מדרש דברים רבה
O0417,O,book,False,IV_book_external,1,18,2,1,0,5,מדרש המגילות
O0418,O,book,False,IV_book_external,1,39,0,0,0,5,מדרש ויכולו
O0419,O,book,False,IV_book_external,1,39,0,0,0,5,מדרש חמש מגלות
O0420,O,book,False,IV_book_external,1,39,2,0,0,5,מדרש רבה על ארבע מגילות
O0421,O,book,False,IV_book_external,1,2,2,0,0,5,מדרש רות רבה
O0422,O,book,False,IV_book_external,1,10,1,1,0,0,מדרש שיר השירים
O0424,O,person,False,II_person_external,1,12,1,2,0,7,מה' עזריה
O0427,O,person,False,II_person_external,1,55,0,1,0,8,מהללאל
O0429,O,person,False,II_person_external,1,9,9,9,0,18,"מהר""א בכ""ר בנימן הלוי"
O0431,O,person,False,II_person_external,1,10,0,2,0,9,"מהר""י בכ""ר דוד"
O0433,O,person,False,II_person_external,1,1,0,1,0,10,"מהר""י הכהן"
O0436,O,person,False,II_person_external,1,28,1,3,0,5,"מהר""י לבית הלוי"
O0438,O,person,False,II_person_external,1,4,1,4,0,4,"מהר""י קובו"
O0439,O,person,False,II_person_external,1,4,0,0,0,3,"מהר""ם בעל ההגהות"
O0440,O,person,False,II_person_external,1,4,0,2,0,2,"מהר""ן (מקובל מווילנא)"
O0441,O,person,False,II_person_external,1,6,0,0,0,3,"מהר""ר אברהם חסון"
O0442,O,person,False,II_person_external,1,6,1,0,0,6,"מהר""ר אלקנה קאפסאלי"
O0443,O,person,False,II_person_external,1,31,1,2,0,2,"מהר""ר ב... הלוי"
O0445,O,person,False,II_person_external,1,6,1,1,0,7,"מהר""ר בנימין וואלף"
O0446,O,person,False,II_person_external,1,7,1,1,0,2,"מהר""ר בנימן הלוי"
O0448,O,person,False,II_person_external,1,10,1,1,0,4,"מהר""ר דוד הלוי"
O0449,O,person,False,II_person_external,1,15,1,0,0,7,"מהר""ר וואלף"
O0450,O,person,False,II_person_external,1,10,1,0,0,7,"מהר""ר זוסלן"
O0452,O,person,False,II_person_external,1,2,0,1,0,10,"מהר""ר יהודה"
O0454,O,person,False,II_person_external,1,2,1,1,0,4,"מהר""ר יוסף כ""ץ"
O0457,O,person,False,II_person_external,1,39,3,0,0,7,"מהר""ר יעקב הלוי"
O0458,O,person,False,II_person_external,1,10,0,1,0,0,"מהר""ר יצחק אבוהב"
O0459,O,person,False,II_person_external,1,92,1,1,0,7,"מהר""ר ליב (חותן ר' יצחק בר שמשון הכהן)"
O0461,O,person,False,II_person_external,1,39,1,2,0,7,"מהר""ר משה הלוי סג""ל (אבי המהרי""ל)"
O0462,O,person,False,II_person_external,1,2,0,2,0,11,"מהר""ר משה מזרחי"
O0463,O,person,False,II_person_external,1,8,3,4,0,3,"מהר""ר שם טוב מחבר ספר כתר שם טוב"
O0464,O,person,False,II_person_external,1,10,0,1,0,2,"מהר""ר שמואל אבוהב"
O0465,O,person,False,II_person_external,1,4,1,0,0,12,"מהר""ר שמואל בכ""ר אברהם הכהן"
O0466,O,person,False,II_person_external,1,5,0,0,0,2,"מהר""ר שמעון"
O0467,O,person,False,II_person_external,1,12,0,0,0,8,"מהר""ש (בן זמן מהר""ר איסרלן)"
O0469,O,person,False,II_person_external,1,12,0,0,0,8,"מהר""ש בן בעל מנחת יעקב"
O0472,O,person,False,II_person_external,1,11,0,0,0,3,"מהר""ש חיוון"
O0473,O,person,False,II_person_external,1,7,2,2,0,3,"מהר""ש חייון"
O0475,O,person,False,II_person_external,1,4,0,2,0,3,"מהר""ש חסן"
O0477,O,person,False,II_person_external,1,8,2,2,0,7,"מהרי""ז"
O0479,O,person,False,II_person_external,1,12,0,1,0,1,"מהרמ""ק (סימן ביבליוגרפי)"
O0480,O,book,False,IV_book_external,1,39,1,0,0,5,מהררי נמרים
O0483,O,person,False,II_person_external,1,10,0,1,0,0,מורי הרב (לא מזוהה)
O0484,O,person,False,II_person_external,1,7,0,1,0,9,"מורי עטרת ראשי (אחד מרבותיו של החיד""א)"
O0485,O,person,False,II_person_external,1,2,1,0,0,2,מורנו הרב המחבר
O0486,O,person,False,II_person_external,1,9,0,1,0,6,מורנו הרב רבי יעקב הכהן
O0487,O,book,False,IV_book_external,1,9,1,0,0,14,מחברת בשרשי הדקדוק
O0488,O,book,False,IV_book_external,1,5,0,1,0,18,מחזור הספרדים
O0490,O,book,False,IV_book_external,1,4,2,0,0,4,מטה אהרן
O0491,O,person,False,II_person_external,1,6,1,0,0,1,מיכל בת שאול
O0492,O,book,False,IV_book_external,1,0,0,0,0,61,מים עמוקים
O0493,O,book,False,IV_book_external,1,26,1,0,0,4,מים שאין להם סוף
O0495,O,person,False,II_person_external,1,41,1,0,0,7,מלך
O0497,O,person,False,II_person_external,1,0,0,0,0,1,מנהל
O0498,O,book,False,IV_book_external,1,8,1,0,0,0,מנחם בן שלמה המאירי (לבית מאיר)
O0499,O,book,False,IV_book_external,1,13,0,0,0,13,"מס' מ""ה"
O0500,O,book,False,IV_book_external,1,8,2,0,0,2,מסורת המסורת
O0502,O,book,False,IV_book_external,1,1,1,0,0,17,מסכת אהלות
O0508,O,book,False,IV_book_external,1,67,1,0,0,0,מסכת ביצה (יום טוב)
O0511,O,book,False,IV_book_external,1,19,1,4,0,10,מסכת ברכות (גמרא)
O0513,O,book,False,IV_book_external,1,39,1,0,0,2,מסכת גיהנם
O0517,O,book,False,IV_book_external,1,24,1,0,0,8,מסכת דרך ארץ רבה
O0521,O,book,False,IV_book_external,1,4,1,0,0,13,מסכת חולין
O0524,O,book,False,IV_book_external,1,9,2,0,0,8,מסכת יומא
O0526,O,book,False,IV_book_external,1,4,2,0,0,5,מסכת כלים
O0527,O,book,False,IV_book_external,1,9,1,0,0,5,מסכת כריתות
O0529,O,book,False,IV_book_external,1,32,1,0,0,0,מסכת מגילה
O0534,O,book,False,IV_book_external,1,39,1,0,0,0,מסכת נגעים
O0538,O,book,False,IV_book_external,1,7,1,0,0,0,מסכת סוטה
O0542,O,book,False,IV_book_external,1,67,0,0,0,0,מסכת עוקצין
O0547,O,book,False,IV_book_external,1,67,1,0,0,0,מסכת פסחים – פסח ראשון
O0548,O,book,False,IV_book_external,1,39,1,0,0,9,מסכת פרה
O0550,O,book,False,IV_book_external,1,3,2,0,0,0,מסכת קמא
O0551,O,book,False,IV_book_external,1,35,1,0,0,1,מסכת קנים
O0555,O,book,False,IV_book_external,1,52,1,1,0,8,מסכת שבת (פרק כל כתבי)
O0560,O,book,False,IV_book_external,1,39,1,0,0,0,מסכת תרומות
O0561,O,book,False,IV_book_external,1,9,1,1,0,8,מעון אריות
